date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:16:31	37042/37042	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:43:58%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107pic29.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107pic29.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
13:16:32	39956/39956	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:43:59%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107pic30.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107pic30.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
13:16:39	44098/44098	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:43:59%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107pic31.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107pic31.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
13:16:40	46080/46080	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:43:59%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107pic32.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107pic32.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
13:16:41	53089/53089	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:44:00%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107pic33.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107pic33.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
13:16:45	33948/33948	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:44:01%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107pic34.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107pic34.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
13:16:46	39717/39717	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:44:01%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107pic35.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107pic35.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
13:16:50	56904/56904	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:44:01%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107pic36.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107pic36.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
13:16:52	35160/35160	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:44:02%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107pic38.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107pic38.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
13:16:53	52337/52337	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:44:01%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107pic37.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107pic37.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
13:16:54	667636/667636	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Oct%202021%2008:02:01%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107press9.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107press9.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107publication.html)
13:16:54	280/280	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Aug%202021%2009:43:43%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107close.png	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107close.png	(from http://www.ivfspecialistkolkata.co.in/cimage34/111107lightbox.min.css)
13:16:55	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Nov%202023%2007:47:17%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107loading.gif	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107loading.5c.delayed	(from http://www.ivfspecialistkolkata.co.in/cimage34/111107lightbox.min.css)
13:16:55	1360/1360	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Aug%202021%2009:44:12%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107prev.png	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107prev.png	(from http://www.ivfspecialistkolkata.co.in/cimage34/111107lightbox.min.css)
13:16:55	1350/1350	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Aug%202021%2009:43:50%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107next.png	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107next.png	(from http://www.ivfspecialistkolkata.co.in/cimage34/111107lightbox.min.css)
13:16:55	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Nov%202023%2007:47:18%20GMT	http://www.ivfspecialistkolkata.co.in/cimage28/loading.gif	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage28/loading.gif	(from http://www.ivfspecialistkolkata.co.in/cimage34/111107lightbox.min.css)
13:16:55	39323/39323	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:44:03%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107pic39.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107pic39.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
13:16:57	52684/52684	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:44:03%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107pic40.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107pic40.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
